Date,Temperature,Rainfall,Humidity,SolarRadiation,Soil_pH,Soil_N,Soil_P,Soil_K,Soil_Moisture,NDVI,Fertilizer,Plant_Density,Crop_Yield,Agro_Zone_Central Plateau,Agro_Zone_Eastern Savannah,Agro_Zone_Northern Highlands,Agro_Zone_Western Highlands,Satellite_NDVI
2025-08-02,23.22347139765763,69.93428306022466,76.13947783322327,16.591576842195146,6.359075415240277,60.23029856408026,30.360926376936646,36.126904344406555,0.7286320560764928,0.6369308513599722,70.73164614375075,4.5342702464297435,10.485501527718274,False,True,False,False,0.8006516908713718
2025-08-02,20.050164334973935,21.73439510684404,81.72519015137243,17.322671098540393,5.875084988303611,34.87168879665576,34.19973132816692,30.735807395830314,0.3380567904674556,0.46857959555492834,51.505036275730866,4.455617275474817,5.726432131041553,False,False,False,True,0.5012546679926867
2025-08-02,24.251396036691343,36.980128451553945,61.538312568352794,20.467634736309567,5.859744524032478,42.083062502067236,27.788053714394223,52.818225476071504,0.484225781020873,0.4498982028561108,84.1772719000951,3.040329876120224,3.667958724236135,False,False,False,True,0.5897869259472093
2025-08-02,24.97693315999082,63.93722471738247,66.3148898323217,21.171366678656746,6.1685473124759875,43.843517176117594,29.892274130874977,26.17182407706058,0.5836939131671769,0.6089925886305705,44.73919689274532,5.3240839693947954,7.522909439006895,False,False,False,True,0.7210699199172221
2025-08-02,24.723352577681737,46.461559993880826,77.80436101697887,16.56247728646413,6.51239980899838,54.31280119116199,26.12547733744153,35.52630099319028,0.5488709715395823,0.5301017311484517,57.873300519879436,3.803793375919329,10.070870045112951,False,False,False,False,0.6537444490948572
2025-08-02,23.355979756839332,87.12480057141646,69.71339168712039,22.693930967442018,6.501413159156809,48.61636025047634,27.48416171776413,40.89116484406731,0.8,0.530387146509762,96.43805008750448,5.087047068238172,8.780657257238339,False,False,True,False,0.8647114393962438
2025-08-02,19.524862170798215,61.835215530710045,65.98594365132371,20.746206353106224,6.012131244864995,48.57112571511746,42.34525831319061,33.85383825381082,0.5687513975088908,0.6019432020751144,69.40479592465923,5.513267433113356,8.637206138211155,False,False,False,True,0.7169478847698971
2025-08-02,22.095893812245293,79.37289981065778,70.04090765313968,17.29623859987456,5.968935141360892,41.078918468678424,21.75539536307517,40.36896221651661,0.7099172626622834,0.5673501623294527,71.58709354469282,4.65728548347323,6.494924327327726,False,False,False,True,0.772890968846418
2025-08-02,24.30810171362908,56.77428576667982,69.78788899640627,18.18069062982308,6.854474360484212,46.74577812831839,33.80285273505935,37.40443267387066,0.48793286806844705,0.6934849629243038,76.15278070437755,5.301547342333612,9.181047052050918,False,True,False,False,0.6702894006699754
2025-08-02,25.785645629030043,36.626439247609355,74.69485675040217,24.571366877429938,6.400773213074709,52.910319470430466,25.634287816436828,49.22235448748879,0.4130396430984327,0.4603525014862937,68.67404540794456,5.099651365087642,6.5918137358231705,False,True,False,False,0.6170021438808367
2025-08-02,23.637125949612056,28.986731378677348,67.4235078703546,20.440551652109008,5.675078514509558,49.73592430635182,25.56403036036338,50.39947524014032,0.40577099227657487,0.42541697831433434,84.54919869208258,6.307142754282428,2.8630099589685205,False,False,True,False,0.5644299767720725
2025-08-02,24.019765588496846,63.692677170646085,72.00394280276701,19.039344628490927,6.412729148710924,32.63049289121918,22.756803708410068,42.17553252493518,0.6333126195148897,0.5570767954330137,84.64507394322007,5.293072473298682,6.648834177883842,False,False,True,False,0.7676192754915898
2025-08-02,24.447665841823575,97.31549022289514,63.43454145318631,20.890128387732965,5.62347860111894,51.5655360863383,25.17722830840875,44.296676829939614,0.8,0.7125855170155103,96.4412031998898,6.896792982653947,9.384124446570466,False,False,True,False,0.9116671373811107
2025-08-02,21.720971140748954,44.925276712850206,70.10401513502326,22.36060223147195,5.773675886013824,44.228982905858956,34.38806382371651,40.213526394640155,0.5659855460160522,0.5215429884766529,134.40338333179238,5.625667347765006,5.822531136869271,False,False,True,False,0.649436172651615
2025-08-02,24.46494483048637,38.582150038777755,57.88122220251309,16.660455143798938,6.010614885869659,52.14000494092092,35.31266337201481,37.417368698745015,0.45057106429046856,0.5585663898325068,84.28187488260409,3.754261221288012,8.30227729581455,False,True,False,False,0.6376548841932896
2025-08-03,21.732285127597734,67.70634759457674,78.66440994540221,21.16140615610471,6.161490042378211,45.58208718446,23.999207915185636,40.86229888278626,0.6665709642912954,0.5342355743858758,61.243499201697546,5.51503526720866,9.03935786361025,False,False,False,True,0.7408754942706691
2025-08-03,31.20546298130944,70.30095372612095,76.07175376394613,15.681524356387285,6.3283562042772665,56.35565640180599,38.67801234445241,43.21113001044638,0.6357413063985875,0.5990619308413625,70.29272904341794,5.081874139386323,12.0,False,True,False,False,0.7434137301779065
2025-08-03,24.872520380749027,22.654696148165037,64.27757032592025,20.038793246804026,5.454913651524139,40.280681342105666,39.62265417877156,38.514240152763705,0.35938624184435985,0.4314457568586383,84.3291717916395,5.045571839903814,3.891155544928659,True,False,False,False,0.5645709098453332
